tweet,category,cluster,cause,sentiment,sentiment_score,user_id,user_screen_name,user_followers_count,user_friends_count,user_favourites_count,influence_ratio,user_statuses_count,user_verified,user_description,user_category
Or Lane Vishnubala will be teaching our coming Of Obesity and Diabetes Specialist Instructor course Of you,promotional,,Diabetes,negative,-0.552935,250313289,amactraining,145,239,0,0.606694561,114,0,We are a leading training provider for professional health and fitness courses.,businesses
Hayfield Walls camping hiding picnicking cliff jumping cave diving relaxing,unrelated,,Falls,positive,0.608985,272656008,GoSerendipity,176,291,22,0.6,831,0,We are a luxury high-end private 6bd/6ba private villa located atop the hills of Half Moon Estates overlooking the blue Caribbean. Treat yourself.,businesses
YES UVNAmerica has a CURE for HIV AIDS Visit SUPPORT Global awareness,educational,,HIV/AIDS,positive,0.430339,4898121314,uvnamerica_,204,898,176,0.23,475,0,We are a non-profit organization who is looking to spread awareness on an alternative treatment to treat HIV/AIDS. Help us in our campaign #ThePopeIsTheHope.,public
welsh BAWss not one statement I ve made is in support for the ACT of abortion,personal,,Abortion,positive,0.22809,1018044906,LegaiaScavo,1454,1110,11070,1.30990991,8430,0,We are all just soldiers in this epic loving flight \n\n\n#GaryJohnson2016,public
Share if you think Plump s sum should be prosecuted for not having an abortion,personal,,Abortion,negative,-0.364373,2508620011,siegfails,1260,68,2613,18.52941176,12894,0,"We are an incurable butthurt for fascists. Learn to live with the butthurt, or change your ways. The more you report us, the worse it will get.",interest groups
WHD2016 call for action on diabetes Incidence to double in next 20 years beatdiabetes,educational,,Diabetes,negative,-0.490476,253591692,fusehealth,61,80,44,0.76,300,0,"We are an issue-driven healthcare marketing and communications agency. As our name suggests, meld health science fundamentals with inspired strategic marketing.",businesses
Scientific studies have shown CBD could be therapeutic for many conditions such as chronic pain cancer arthritis diabetes epilepsy,educational,,Diabetes,negative,-0.828882,277331739,hopegrown,16046,7444,125210,2.16,14616,0,We are an online resource for those new to medical marijuana. We help with the basics as well as guide patients to safe and reliable doctors and dispensaries.,interest groups
GUM HEALTH amp DIABETES Sum disease causes inflammation in the body which increases the risk of diabetes and many,educational,,Diabetes,negative,-0.779423,111960957,GranadosDental,25,2,0,12.5,572,0,We are caring people serving people who care!,public
have revealed shocking tyre related road injury states Please check your types regularly,educational,Transport injuries,Road injury,negative,-0.353863,176494430,justtyres,610,87,27,7.01,731,0,"We are confident that whatever you are looking for in your tyres, we will be able to provide it, along with great value pricing and excellent service.",public
Some sweet news in the fight against Alzheimer s disease,educational,,Alzheimer,negative,-0.702686,171144311,AlzProducts,335,592,54,0.57,1101,0,We are striving to make life better for people living with #Alzheimers disease and other dementias with innovative products to keep people active!,public
Of you are one of these and cannot afford your repayment Contact Is today,promotional,,Drowning,negative,-0.389996,2445390146,SADebtReview,564,800,1,0.71,4223,0,We are the leading South African source for information and advice regarding Debt Review or Debt Counselling.,businesses
Over 20 of dogs suffer osteoarthritis amp owners are always looking for ways to give pets better quality of life,educational,Musculoskeletal disorders,Osteoarthritis,positive,0.425317,44136111,SmartCells,615,438,133,1.404,2178,0,"We believe that storing your child\u2019s stem cells at birth can be a crucial part of curing an unexpected illness! Join us as we tweet news, advice and successes!",public
By 2030 ClimateChange will be causing an additional 250 000 deaths each year from malaria diarrhoea disease heat stress amp undernutrition,educational,Neglected tropical diseases and malaria,Malaria,negative,-0.781478,303431776,USAGiving,4745,5346,40,0.89,36071,0,"We created @Shop4Charities with hopes that we can increase giving #4Charity. If you prefer to work online rather than shopping to give, checkout @USAgivingTeam.",public
Interesting Acts About Obesity And Diabetes You Never New,educational,,Diabetes,negative,-0.818937,125459237,UkraineFlowers,61,108,0,0.56,940,0,We deliver freshest flowers to Ukraine and the most thoughful gifts to your loved ones in Ukraine - the ones you would pick by yourself.,public
Americans spend nearly 90 billion a year looking for relief from back and neck pain through surgery doctor s,educational,Musculoskeletal disorders,Neck pain,negative,-0.838865,33382046,REFORMCLINIC,263,9,4,29.222,1567,0,We deliver life changing Chiropractic care. \nCall 6133213533 for a complimentary consultation with Dr. Zollinger.,public
You can reduce risk of developing diabetes The Oshkosh Northwestern,educational,,Diabetes,negative,-0.435281,620478203,DiabetesShare,3605,3252,0,1.11,22938,0,We deliver the latest Diabetes news everyday,media
The Diabetes Breakthrough Your Doctor On t Well You About upon,educational,,Diabetes,negative,-0.360814,620473057,Engineeringshow,3477,3733,0,0.93,25239,0,We deliver the latest Engineering news everyday.,media
The Diabetes Breakthrough Your Doctor On t Well You About ad,educational,,Diabetes,negative,-0.344632,587727454,PlayStationnew1,8688,8053,0,1.08,23624,0,We deliver the latest PlayStation news everyday,media
The efficacy of diabetes education is indisputable diabetesmanagement,personal,,Diabetes,positive,0.253827,3265387286,partners_care,311,445,288,0.698876404,858,0,We design and implement new models of evidence-based care that address the key social determinants of health.,public
Please watch Now the signs of for awareness Thank you meningitis,educational,,Meningitis,neutral,0,39802502,MeningitisNow,14432,4676,5007,3.086,19710,0,"We exist to save lives and rebuild futures funding research, raising awareness & providing support. Prev MeningitisTrust & MeningitisUK http://t.co/WNDL6xOSUU",public
Women toll Indiana Sov Like Hence over abortion law Several women have called the off,educational,,Abortion,negative,-0.298756,113173385,Podcast6738,3504,4262,2,0.82,5224,0,We have moved and changed names!  We are now The Completely Serious News Show,public
Prevent diabetes by simply eating wealthier with these 10 great healthy snacks to eat at your desk WorldHealthDay,educational,,Diabetes,positive,0.623824,167121670,huddlebuy,22660,20693,172495,1.1,4651,1,We help businesses grow and succeed through Huddlebuy Gold and Perkbox. Visit us at http://t.co/uloPJoyM13,public
Give mouth cancer sufferer a voice on World Cancer May Head more dentalhealth,educational,Neoplasms,Mouth cancer,negative,-0.826671,248415539,THESQUAREDENTAL,349,306,1,1.14,448,0,We invite you to visit our advanced dental care clinic in the heart of Cheshire. We deliver a first-class service in a luxurious environment.,businesses
I posted 32 photo on Facebook in the album 2016 Step But Talk to Stop Diabetes,educational,,Diabetes,negative,-0.632513,259382657,ADAHawaii,638,916,70,0.7,1721,0,We lead the fight against the deadly consequences of diabetes & fight for those affected by diabetes. Ride or run with aloha in the Tour de Cure Hawaii 11.6.16,public
Preventive Medicine and STDs sexualhealth sexualdisorders,educational,"Other communicable, maternal, neonatal, and nutritional disorders",STDs,negative,-0.293908,1587960620,Healthisallind,263,80,185,3.29,6572,0,"We let you search, book and review doctor\u2019s appointments online. #health #fitness #yoga #homeremedies",businesses
Now to teach kiss about diabetes I WorldHealthDay EndChildPoverty,educational,,Diabetes,neutral,0,2150335488,IIECP,1759,678,146,2.59439528,1588,0,We mobilize faith-inspired resources to #EndChildPoverty. Join us today and help build a better world for all children!,businesses
Boonton Walls Located in Boonton once helped to power the New Jersey Iron Company cheapest air tickets,unrelated,,Falls,positive,0.614636,3862657881,flightohome_twt,55,191,0,0.29,644,0,We offers low airfares for worldwide tours. Special discounts available for flights from USA to India and India to USA #flightohome  http://t.co/x4DhuyWKXc,businesses
When your dad says me eating to much fruit is going to give me diabetes Same one person with diabetes that got it from eating to much fruit,personal,,Diabetes,negative,-0.641268,577144408,veggienarry69,723,1075,4118,0.67255814,41094,0,We on an ultralight beam \u24cb,public
A study suggests that young people who identify as both may be at increased risk of depression and self harm,educational,Self-harm and interpersonal violence,Self-harm,negative,-0.385315,384056706,UntoIdSecrets,301785,4,246,75446.25,61468,0,We post very interesting world-wide secret facts you never knew but need to. UntoldSecretsFact@gmail.com ..........Also follow \u2794 @TheSexology,public
of Excited to partner with on our of event for WaterSafetyDay Frowning of presentable,educational,,Drowning,positive,0.516137,309103799,SFLsafer3,1669,1134,45,1.47,1637,0,"We promote drowning prevention through education, specifically through our Pre-K through Second Grade Water Safety Curriculum. Drowning IS Preventable!",interest groups
His almost sounds like a diabetes theme 007 movie diabetes,educational,,Diabetes,negative,-0.710539,47981929,insulinpumpsca,435,453,16,0.96,2440,0,"We provide insulin pump supplies and diabetes products to pharmacies, along with the knowledge and support they need to help you make the right choices.",interest groups
Today is World Health May rousing on diabetes His disease causes several serious foot and leg health issues,educational,,Diabetes,positive,0.372215,246649761,AmericanFootGA,572,39,1,14.67,700,0,"We provide medical diagnosis and treatment of foot and ankle problems in the Forest Park, Stockbridge, Fayetteville, and Locust Grove areas.(404) 363-9944",businesses
Support Epilepsy Awareness via,educational,,Epilepsy,positive,0.240197,316562254,Epilepsy_Center,1635,1098,70,1.49,1155,0,"We provide support, information and education about Epilepsy.\r\nLocation : #Abbotsford\r\nPhone : 1-604-853-7399\r\nFriend us on Facebook : Centerfor Epilepsy .",interest groups
USA TIME MAGAZIN broadcast by TheIsraelCompany The Real Question Anti Abortion Advocates Should Answer,educational,,Abortion,negative,-0.436716,137064173,israel_flash,34576,3038,1977,11.38,604268,0,"We publish reports,no opinions.We don\xb4t agree with all RT +Tweets.Follow \u2260 endmt https://t.co/wrrrZiOBQG",public
Wounded by abortion backwash Plump seeks help from a seasoned pro via dick dixon by mash,educational,,Abortion,positive,0.506581,4272799695,preownedmobile,143,14,0,10.21,75554,0,"We sell high quality new, used and refurbished #phones at affordable prices. We also #repair and #recycle old #mobilephones and #iPad s.",businesses
A graphene patch that monitor and possibly treats diabetes healthtech science,promotional,,Diabetes,negative,-0.528484,2979781133,BetulaServices,751,1194,1094,0.63,13438,0,"We share insights about resource management, innovation, leadership, HR processes and performance management. Join us!",businesses
To you really trust him Plump Abruptly Reverses Course Days Women Should Not He Punished For Abortion,personal,,Abortion,negative,-0.429414,259134555,2011teacher,977,899,3872,1.09,21884,0,We should have picked Bernie.  Now what?,public
5 Reasons to Met Rested for Keratitis C MonkMedism MonkMed,educational,,Hepatitis,positive,0.211488,3390526991,MonkMedCare,68,13,65,5.230769231,637,0,We solve hard medical problems!,businesses
Wednesday s letters Construction delays on city projects beg OneLetterOffRestaurants,unrelated,,Diabetes,negative,-0.244848,1643294605,ziggy9480,1003,1354,573,0.740768095,64187,0,"We specialize in Loyal Customers. Formed and based in The US Virgin Islands, St.Thomas;we exist to help local business owners increase their customer retention",businesses
Blue Right Cystoscopy Should He Used Routinely for Bladder Cancer Detection On,educational,,Bladder cancer,negative,-0.383976,317232537,TrueDiagnostics,341,411,15,0.83,13410,0,We specialize in providing quick & simple quantitative test systems designed for point-of-care monitoring. Test results in minutes not days..,businesses
By father Newton passed away yesterday after a 16 month fight against colon cancer He w,educational,Neoplasms,Colon cancer,negative,-0.658442,37316443,designkettle,318,440,605,0.723,5675,0,"We strive to educate, as well as create. In addition to providing custom services, Design Kettle promotes discovery, exploration, process, and learning.",businesses
Video Managing Gestational Diabetes it diabetes health pregnancy,educational,,Diabetes,negative,-0.466006,239503436,BattleDiabetes,5553,3118,37,1.78,16849,0,"We support the diabetes community by providing important information, helpful tips, motivational quotes, healthy recipes and more.",interest groups
a tone I could have fallen in love if not for drowning Stop Stop I m spinning I ll fall Of I break the elephant A will be passed,unrelated,Unintentional injuries other than transport injuries,Drowning,negative,-0.766046,286207219,Enchanting_Eva,2765,2672,3865,1.03,12331,0,We took on a god and won. @Vishous_Lheage was given to me & I intend to use my gift often. These are the days of our #BondedInBlood\xae Lives. #ParallelBDB [MC-RP],public
Not a yoghurt Hut fridge bottle of rum falls amp smashed Glass galere Moved fridge clean glass fluff ball falls into you Dog in bin FML,unrelated,,Falls,negative,-0.947733,36159023,GRODSTER,843,922,7722,0.914,26570,0,"We travel not to escape life, but for life not to escape us. I am NOT a Mom! #BROADCITY #LCFC #OITNB #HBOGIRLS #PLL",public
Stock Watch May Tiger rise Outer s hecker falls,unrelated,,Falls,negative,-0.665053,604352242,IanPoulterHub,1743,490,0,3.56,6551,0,We tweet all of the breaking news stories about Ian Poulter from around the web. We are not affiliated with Ian Poulter. We are just huge fans !!,media
of Same 16 Cap To You Now That Seat Death Means,personal,,heat death,neutral,0,1112177954,AaronHillHub,1144,465,0,2.46,9834,0,We tweet all of the breaking news stories about professional MLB player Aaron Hill. This account is not affiliated with Aaron Hill.,media
1 DeMarcus Cousins To Donate Shoes For Epilepsy Awareness,fundraising,,Epilepsy,positive,0.214315,111273581,CousinsNews,2996,0,0,2996,9091,0,"We tweet breaking news stories about professional NBA player, DeMarcus Cousins. This account is not affiliated with DeMarcus Cousins or the NBA.",media
RT of Coffee may protect against liver cirrhosis,educational,Cirrhosis of the liver,liver cirrhosis,negative,-0.297112,564201060,PSCPartners,785,662,600,1.19,1764,0,"We want a world with no #PrimarySclerosingCholangitis. 13 years of education & support for PSC families. We have GRANTS, Patient REGISTRY,  annual CONFERENCES.",interest groups
MrWolf this is America if abortion is imperative nobody will be denied,personal,,Abortion,negative,-0.658144,4583867542,pc53lang,1060,946,4799,1.1205074,41705,0,"We Will Need A Bigger Cork. Panic Merchants, CO2 is Not a threat ! Get Over It ! Hillary & Government is lying about everything. Solution: Trump & Term Limits",public
Type1Diabetes takes 12 years off your life Alarming figures reveal li health weakness,educational,,Diabetes,neutral,0,7.14E+17,zesty_health,2595,1462,18639,1.7749658,16780,0,We\u2019re constantly tweeting links to the freshest #Health news\u2014follow us to stay on top of everything #HealthandWellness.,interest groups
am Niagara Walls Weather,unrelated,,Falls,negative,-0.24293,188121369,wxNiagara,209,0,0,209,42021,0,"Weather Forecast for Niagara Falls, Ontario Canada Supplied by Environment Canada.  (Service is Not Affiliated With Environment Canada)",media
Over heroes uyuduysa we are reborn Killswitch engage When darkness falls,unrelated,,Falls,negative,-0.537166,63834041,hadescit,288,286,587,1.007,1846,0,Webmaster - Arkeolog,public
Over heroes uyuduysa we are reborn Killswitch engage When darkness falls,unrelated,,Falls,negative,-0.537166,63834041,hadescit,288,286,587,1.006993007,1846,0,Webmaster - Arkeolog,public
Yes brain right before a probably horribly awkward group meeting is definitely a great time for a migrate cool thanks,unrelated,,Migraine,positive,0.941314,1199776050,snarkyBladekind,16,71,2466,0.225352113,3357,0,"Wee yea ra ene hymme syec mea F/GO: 989,575,422 (Paruru)",public
2007 14 I worked at Hunter New England Local Health District in public health in sexual health influenza surveillance amp cultural design,educational,,influenza,positive,0.66154,1661193865,WePublicHealth,9704,3820,5904,2.540314136,38595,0,Week starting Nov 13th health consumer @MelissaCadzow is host. This is a rotated account - citizen journalism meets public health - by @croakeyblog,interest groups
Discover how thousands of men and women have already used this system to Diabetes LGRW,educational,,Diabetes,negative,-0.311615,4011484648,weightlossupusa,1215,509,22,2.387033399,130637,0,Weight Loss Workout U.S. #weightloss #diet #fitness #health #fit #healthy #workout #FatLoss #Program #fat #loseweight,public
Is Congress stalls funding White House will move Bold funds to Like it,educational,,ebola,positive,0.636505,18655359,ABC10,108555,1922,3022,56.48022893,108563,1,Welcome to ABC10 on Twitter!,media
Now Back Pain In Ice Back or the Not Sub,educational,Musculoskeletal disorders,Low back pain,negative,-0.82696,240926848,BeecherChiro,33,4,0,8.25,376,0,"Welcome to Beecher Chiropractic Clinic. Dr. Ward Beecher has been in practice in the Clear Lake City portion of Houston, Texas since 1990.",businesses
Recent Friends of Diagnostic and Therapeutic Practices to Seat Diabetes,educational,,Diabetes,positive,0.392481,143837456,shobhituniv,696,471,81,1.48,1568,0,Welcome to Shobhit University official Twitter account! Follow us to see our best photos and stories in ur newsfeed. #NAAC Accredited. RTs are not endorsements.,interest groups
Flat USC s Samantha Rays falls to Georgia s Eylau Lesson on Body 75 78 PointGeorgia,unrelated,Unintentional injuries other than transport injuries,Falls,negative,-0.756462,253380531,UGAEquestrian,3370,127,268,26.54,5704,0,Welcome to the official twitter page of the 6x National Championship team.,interest groups
Rarity baseball and of Rarity football at Lasted Walls 9 of baseball home,unrelated,,Falls,positive,0.692722,1158866324,NRHSSports,2294,125,174,18.352,5708,0,Welcome to the Official Twitter Site for North Ridgeville Athletics. The Rangers feature 19 OHSAA teams competing in the Southwestern Conference.,interest groups
Gestational Diabetes Mellitus GDM is a type of diabetes that affects only pregnant women It is an overlooked,educational,,Diabetes,negative,-0.647538,308475513,wellbeingafrica,20241,10055,2199,2.01,34141,0,"Wellbeing Foundation Africa. Updates on Maternal Newborn and Child Health, #MaternalMonday, Rights, Peace & Women Empowerment. #RMNCAH",interest groups
Insightful discussion on engineering malaria and tongue mosquito populations with gene drive leaders eusynbio16,educational,,Malaria,positive,0.450781,140158681,nandomgu,71,172,66,0.41,139,0,"Wellcome Trust PhD student at Edinburgh uni.  Entrepreneur. Designing Music, food, code, genes and ideas. Standing for divergent thinking.",public
RT of Drinking coffee may reduce the risk of liver cirrhosis,educational,Cirrhosis of the liver,liver cirrhosis,negative,-0.425706,451404412,PEMcNeil,523,550,15145,0.95,34469,0,"Welsh / Scottish Wifie [http://t.co/SF8I1GiA] & Veterinary Pathologist interested in Oncology, Dermatopathology & Education",public
Plump on abortion in 1999 I m very pro choice,educational,,Abortion,negative,-0.211252,23312792,JamesWBradshaw,499,402,750,1.241293532,3491,0,"Welshman in Manchester, @bbc5live Studio Director & occasional America visitor. Views are mine.",public
Of you treat asthma with homeopaths people will die Blood will be on YOUR hands Idiotic,personal,,Asthma,negative,-0.796006,273616099,drpaulmorgan,3671,495,38874,7.42,136738,0,"Welshman, atheist, skeptic, humanist, intensivist. Sepsis Lead @CV_UHB Lead Volunteer (Wales) @UKSepsisTrust",public
Now the Epidemic of Drug Overdose Deaths Nipples Across America,educational,Mental and behavioral disorders,Drug overdose,negative,-0.784852,1113954721,Castavadrian,527,994,189,0.53,61947,0,What if the next evolution of humanity were in progress?,public
His started is developing a test to detect early stage ovarian cancer started Cuba GCC,educational,Neoplasms,Ovarian cancer,negative,-0.466366,118342823,silverbacklive,3013,613,27,4.92,556746,0,"What is now done, was once only imagined\r\n never stop imagining\r\n \r\n#Entrepreneur, Futurist, Thinker, non-traditional business consultant and financial advisor.",public
RT of It w lupus dies of complications of pneumonia Topsy of heart may show nonbacterial verrucosus endocarditis LSE FAS1,educational,Cardiovascular and circulatory diseases,Endocarditis,negative,-0.684471,121653669,misboxie,1251,1139,21877,1.1,54300,0,"Whatever happens, conduct yourselves in a manner worthy of the gospel of Christ.- Philippians 1:27 || crux mihi gratas equis || https://t.co/AGrZqpzbu8",public
this election is giving me a migrate God,personal,,Migraine,positive,0.378437,46330725,__Dutch,8743,578,7291,15.126,248078,0,"when chicken is my portion, a constant friend is wings",public
I found a fucking ocean in your eyes because only the people that looked close enough could see you were drowning,unrelated,,Drowning,negative,-0.772944,4507502680,cxld_watxr,7022,369,4068,19.0298103,3661,0,"where i end, he begins.",public
Market watch Index weighed down by oil banks Benchmark KSE 100 index falls 299 61 pointsThe post Market watch Index weighed down,unrelated,Unintentional injuries other than transport injuries,Falls,negative,-0.803078,4841397129,TheNewsEnglish,655,673,0,0.97,36109,0,"Where the conversations start. Follow us for special features, breaking news & in-depth analysis; more at https://t.co/fHknDtxtph",media
Piling The falls asleep turns into a pea god under things least expected to hear from my music theory professor,unrelated,,Falls,negative,-0.74448,299682161,RachelGerrild,227,378,770,0.6,1549,0,"whether you leave or stay, this is me anyway",public
Hands tuberculosis YOOOOOOO STAY HERE AND GET of of THIS,unrelated,HIV/AIDS and tuberculosis,Tuberculosis,neutral,0,260346832,ice_planetBOTH,357,321,4807,1.11,5134,0,white trash prodigy https://t.co/8iZFZ8LHKK,public
That s Up With That Good Cricket Protein People often joke that the bug that falls into our water glass or the,unrelated,,Falls,negative,-0.87377,3235165032,thinksect,396,287,70,1.379790941,1140,0,Wholesale cricket powder made from happy healthy crickets for innovative foodies and entomophagy superstars!,businesses
Thanks 4 shaking MSM amp Americans for their facial amnesty about what GOP has vowed to do to abortion amp women summarized by Plump,educational,,Abortion,neutral,0,7.43E+17,blazephoenix_,59,71,0,0.830985915,38,0,Why is it that someone with such a beautiful heart prays for it to stop beating? a.h.,public
Medical Breakthrough in Preventing Alzheimer s Disease AMAC And via Great News,educational,,Alzheimer,neutral,0,108691767,retrolady101,211,441,198,0.48,11126,0,"Wife & Mom Seriously Conservative.        Focus: Superb Service and  value     Associate Broker at Douglas Elliman RE: North Fork, South Fork and NYC.",public
Alzheimer s Like Brain Plaques Observed in People With Last Traumatic Brain Injuries TBI,educational,Neurological disorders,Alzheimer,negative,-0.847574,170006358,TBI_ArmyWife,2817,1887,462,1.49,26195,0,Wife of @PurpleHeart0629 combat wounded on June 29 2009 in Iraq. Brain Injury advocates. Health Scientist and 2015 Elizabeth Dole Foundation Fellow- Texas.,public
RT of Have the date He are nine months away from the third annual World Pancreatic Cancer May on Sov 17 2016 WPCD http,educational,Neoplasms,Pancreatic cancer,negative,-0.468697,308510690,AndieJay69,480,189,22358,2.54,11092,0,"Wife, Mum, TA, likes; coffee, reading, music, @MichaelKilbey @JamesKing_Music - MotoGP enthusiast & huge @NickyHayden fan! \U0001f3c1",public
STOP2016 went down today Spoke out against interpersonal violence against Black Women amp Girls,educational,Self-harm and interpersonal violence,Interpersonal violence,negative,-0.735596,34823150,iamBLeah,571,778,5972,0.734,15792,0,wife. mother. poet. seasoned victim advocate.,public
Will eliminate malaria by 2030 Not Tribune News Service India,educational,Neglected tropical diseases and malaria,Malaria,negative,-0.721346,143893707,NetMan3,182,155,0,1.17,3495,0,Wild about the idea of covering entire countries with nets! (Shown in 2010 leafletting with Nothing But Nets on the Univ. of Penn. quadrangle.),public
I m not entirely ready to come out of this honeymoon phase with this boy I said the same thing about my diabetes ll,personal,"Diabetes, urogenital, blood, and endocrine diseases",Diabetes,negative,-0.690139,149251871,Mandilana91,112,251,1408,0.45,76757,0,Wine guzzling unicorn....,public
I wish I was taller so I could wear barrier clothes without looking like I m drowning in fabric,unrelated,,Drowning,negative,-0.777293,586034984,ellenmgraham8,68,117,499,0.581196581,1987,0,WIP,public
To morbid medical conditions for people with cutis include and are not limited to galleries asthma epilepsy and digestive disorders,educational,,Epilepsy,negative,-0.840015,2748321678,dressamed,40287,25,1,1611.48,5790,0,"With a caring hand, we spotlight medical industry news from around the world & keep the people that save us looking great, in superior quality uniforms.",businesses
Malaria is not just a technological problem It is a human problem He need more people of influence and,educational,,Malaria,negative,-0.234571,34751827,pilgrimafrica,221,155,85,1.425806452,462,0,"With offices in Uganda and Seattle, WA, Pilgrim Africa is an indigenous Christian NGO with initiatives in Public Health and Education.",official agencies
To you know how many pp suffer w thoughts of suicide self harm but don t speak out because someone will call them selfish or ungrateful,educational,,Self-harm,negative,-0.799168,611510466,KingNiita,1327,371,1065,3.576819407,47212,0,Woman of Christ. Work in progress. Phoenix rising from the ashes. IG:KingNiita,public
OMG I knew this was going National Happened right here in our little city of Great Walls of Were s your sign,unrelated,,Falls,negative,-0.428463,102484742,gwhiz401,14,75,3048,0.186666667,922,0,Words to live by: The most beautiful things in the world are not seen or touched. They are felt with the heart--Helen Keller. \n\nUS & FR CANADIAN (agnostic),public
Would you tell me if its safe four my 4 or old to have the bexsero vaccine after having bacterial pneumonia empyema in Dec,personal,"Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases",pneumonia,negative,-0.205425,239085763,Bohen1980,239,474,935,0.5,925,0,"Work at Holland And Barrett,Sports mad,Love Man UTD,enjoy keeping fit and spending time with family and freinds!",public
BBC Netherlands Tax and Barcelona great Than Gruff says he feels 2 0 up in his fight against lung cancer,unrelated,Neoplasms,lung cancer,negative,-0.685483,130200428,WorldCupFinals,639,41,0,15.59,112141,0,World Cup Finals reports from Uruguay 1930 through to Brazil 2014 and beyond.,public
Indiana Governor Signs Abortion Will With Added Restrictions New Work Times went,educational,,Abortion,negative,-0.491086,2199641274,WNN7Com,243,326,1,0.75,173535,0,World News Nuggets,media
NothingButNets have sent more than 7 million malaria bed nets to families across sub Saharan Africa Please of,fundraising,,Malaria,negative,-0.379642,361768573,green4h2o,23978,30771,565,0.78,55637,0,World Traveler. Picture Taker. Charity Fundraiser. @Shop4Charities. Environmentalist. #4h2o. Philanthropist. ReTweet #4Charity!,public
HealthCoach Take this quick risk test to see if you should be concerned about diabetes,educational,,Diabetes,neutral,0,116766655,MarthaJefferson,746,71,16,10.51,2059,0,World-class facilities in a community hospital setting. Visit us at http://t.co/iR3ZpaRuXd.,public
Health West Africa vulnerable to new major Bold outbreak as vigilance fades Letters Africa,educational,,ebola,negative,-0.612872,520638095,BodyWrap101,7563,525,53,14.40571429,16340,0,"Wrapreneur helping people change their lives 1 detox body wrap at a time. Tighten, Tone, & Firm. Ask Me How. #Health #ITWORKS #Bodywraps #UltimateBodyApplicator",businesses
Sepsis was originally named Sepsis but that infringed on a trademark owned by Keratitis C sodafacts,educational,,Hepatitis,neutral,0,59627435,AaronHM,820,1169,1151,0.701,3896,0,Writer and editor for @TheBeaverton. I also play the banjo!,public
malaria or other diese can effect our kiss due to mosquitoes It least waiting rooms can be clean sir look in to matters,personal,,Malaria,neutral,0,294718474,AarinBSharma,1015,2023,431,0.5,6844,0,Writer and Lover! :) I guess these two words describe me the BEST..!,public
A miscarriage is just God s version of an abortion prochoice,personal,,Abortion,negative,-0.690548,2380213567,lowericon,471,346,27072,1.361271676,12449,0,Writer of novels and flash fiction. Nerd enthusiast. Curated by the same person each week.,public
Or Vice President you asked people to tell you their cancer story Now do I do that I have ovarian cancer late stage Sure cancer,personal,Neoplasms,Ovarian cancer,negative,-0.871124,63863047,beanniegirl,13,161,38,0.081,306,0,Writer who loves living life with hubby and Eames the beagle.,public
Act is DDT never banner from malaria or Like fighting see links to EPA docs,educational,,Malaria,negative,-0.632534,319939901,EdDarrell,4247,5001,12030,0.85,229885,0,"Writer, lawyer, corp consultant and politico turned history teacher. Concerns: education, accurate history, politics, environment (DDT), and humans. Vote!",public
A great article about an coming show I m doing in Great Walls It,unrelated,Unintentional injuries other than transport injuries,Falls,positive,0.851276,61802324,CharleyMacorn,213,225,3202,0.947,8535,0,"Writer, performer, comedian, list maker, sometimes Calendar Editor for @8DaysMissoula.",public
Is Your Indoor Air Quality Causing Asthma Rhinitis and Allergies via,personal,Chronic respiratory diseases,Asthma,negative,-0.723644,133799147,groovygreenlivi,10313,4707,878,2.19,85413,0,"Writer, recovering attorney, green living advocate, Boston sports fan, mom of 3. You can find me http://t.co/PHp0kvmbiM, @ClearAirMoms, @HuffingtonPo.",public
Spread awareness More importantly prevention Every66Seconds,educational,,Diabetes,positive,0.292583,36366440,RobinsBartlett,112,186,203,0.602,5470,0,Writer.,public
Z Harrison Sorry I didn t mean to be rude I ve just been drowning in this stuff for months,unrelated,,Drowning,negative,-0.897114,253306038,alyssaharad,4198,2529,75732,1.66,117006,0,"Writer. Cook. Sunday #FlowerReport anchor. Books, art, perfume, witchery, feminism. Author of COMING TO MY SENSES (out now, from Viking/Penguin).",public
It is not the object described that matters but the light that falls on it BORIS PASTERNAK writing writing,unrelated,,Falls,negative,-0.549587,44949890,AdviceToWriters,277292,766,20,362,46370,1,"Writerly wisdom of the ages collected by the author of Advice To Writers, The Big Book of Irony, and The Portable Curmudgeon.",celebrities
RT of A fan that has a skin disease refused to hold hands with Namjoon He said it was okay and held her pretty hands hot,personal,Other non-communicable diseases,Skin disease,neutral,0,294376655,NadiaBintiAli,382,1611,10224,0.24,57569,0,"Xiumin aka EXO-L, ARMY, MonBeBe, IGOT7, BABY, IKONIC, ByulBit, NCT U, coffee, FOOD MANIAC and multifandom. Im secretly observing, hardcore OTPs shipper!!!",public
Our whole intra is we need people w Parkinsons disease out in front rtodaro of beck PDF patientengagement,educational,Neurological disorders,Parkinsons disease,negative,-0.620052,46904942,Xubex,497,307,0,1.619,72549,0,Xubex\xae is the leading provider of professional pharmaceutical services and patient assistance program.,businesses
I think Ma get diabetes from that big ass sleepy cup I had,unrelated,,Diabetes,negative,-0.769428,2420067002,rizik_moe11,308,249,2110,1.236947791,2620,0,y u lurkin...,public
And then there are these people who studies on awareness eg HIV AIDS awareness among bah bah Now do u even quantity awareness,educational,,HIV/AIDS,negative,-0.625447,256630173,EZRAwaCHELSKI,2157,546,4032,3.95,56100,0,"Yes we can \n\n\n\n\nWhen they go low, we go high.",public
